x1,x2,x3,x4,y
-0.5118726504435627,-0.18699552204205716,-0.018908025860511657,-0.839207133337915,0
0.018924927137433656,0.4457418410803722,0.2142284920604156,-0.28985388098503506,0
0.7153587534084682,0.7987786142391227,0.5996367510969305,0.21249500045343916,0
-0.27274310025642423,0.13803115386551434,-0.5143087201281893,0.0512749477028185,0
0.34918414961374955,-0.8710025590288764,0.5141568521098911,0.7649779256125411,0
0.4997329094431511,0.8496994069737658,0.761694974596393,-1.3720022277543316,0
0.826086877524248,0.8780877502118023,-0.6639207165152734,-2.2279995458762603,0
0.14735304651010273,-0.9896899462994138,-0.41075551811942,2.1213976266698635,0
0.15044970184727302,0.8473436386156621,-0.403486548710805,-0.10340382322735739,0
-0.5271782204909039,0.29978901192121876,-0.8001490183025999,0.6500501386316284,0
0.7249725454425973,-0.3772121825781958,-0.455237687427017,-2.0153183386169973,0
0.9126118884083003,-0.23485340634040353,0.10313445249462028,-1.437673577766859,1
0.2975635185551553,-0.9604545037283634,-0.4286652353979039,0.20420708530504525,0
0.6594638814819767,0.47969915249770567,0.730094882112766,-0.7111735390763965,1
0.17906378885221175,0.41902983864660914,-0.7703149086151593,-0.8447219574555384,0
0.07539814195243033,-0.49315477649959827,-0.2462726890282625,0.0560618638040722,0
0.06748644652332803,0.4820353833819875,0.9216237837156009,-3.645148990363274,0
-0.038076451791938526,-0.44250356354410614,-0.9150279952355864,0.07989891053062609,0
0.24572164461292378,0.47387847411960426,-0.040973576544977464,-2.355237368000665,0
-0.3286774327563031,0.42380486593873057,-0.8050279351304392,1.6603627446649574,0
-0.412367770242666,0.5537642153842297,-0.5670830613013627,0.5495319304197656,0
-0.7408410509467478,-0.3293963782094258,0.578454585286265,0.8011166566434511,0
-0.9663359277884902,0.9728747812075618,-0.4101206779660853,1.0831000342929984,0
-0.7999882308305599,-0.2663740822241978,-0.4526511038551071,1.2214957989039195,0
0.5188242241956647,-0.514349694074685,-0.6591535535904769,-1.2529817532672098,0
0.5448575529581414,-0.01062045242488785,0.07260719624763756,2.1270742949348547,0
-0.8684800114941482,0.33872274159907034,0.6106632340419063,-1.6377738663611332,0
-0.5884217356406822,-0.6216844036138678,-0.46511783633917037,1.7242846507225993,0
-0.35104844591752693,-0.20948823720455922,-0.7286617738537633,-0.6643626492443839,0
-0.2226616512320576,-0.41743699528933287,0.1971760708394501,-0.280710640481201,0
0.4029229490663444,-0.35851615906297596,0.8244399428867697,-0.491143579302427,0
-0.16531436333508398,0.358045990318975,0.2947703086914133,1.3148830405775391,0
-0.0040431755296177485,0.49298774271451773,0.7442573569466624,1.3931432270322224,0
0.10075304156445286,-0.7258813047985635,-0.30133154176287213,0.09490442745142352,0
-0.4675338204728545,0.63229183419686,0.21715622590613992,-1.6673648036941215,0
0.7964637576637195,-0.5658292327934169,-0.13597292642658498,0.052067933592346766,1
-0.3528927048956434,0.3184189925488059,-0.8820876773423041,-2.790505928390716,0
0.5520254736126251,-0.2718259615431122,0.27108874111946846,1.1690733168557008,0
0.6063916775429397,0.9164424836934968,0.6187561560491024,-1.2852535244572925,0
0.179499024404004,0.909349042564612,0.4781868863809162,-0.4315530877529243,0
-0.9279079247619431,-0.14184469541351685,-0.5539240646199215,-0.05016485003348851,0
0.05207708745420603,-0.1588062435132529,-0.772500665962637,1.9412547539865144,1
-0.15319031407629913,0.04201248422582915,-0.6711461175072808,-1.4463256385565317,0
0.8877595056382579,0.1104091153624076,-0.07246447940132583,0.7307939897903831,0
-0.5750656579347841,-0.6160042721032526,-0.9687923281874002,-2.1862711162247135,0
-0.8826825668787333,0.15687847023227652,0.5662983919045219,-0.4700408323019192,0
-0.9833561204196559,-0.7558838371121626,-0.09580975720964902,1.1753478655067493,0
0.44460584778748946,0.6257416899920534,-0.3467230013956515,-0.07959446554937036,0
0.24940443066650286,0.309248682544776,-0.09457234485296895,-0.6331631275625778,0
-0.19864506505584534,0.594464896820704,0.6656049453763597,0.10395973863629114,0
-0.4603088371182045,0.4694911171560623,0.1181967821678016,-1.20777582144029,0
0.811741196608593,-0.5017367306149179,0.5639263844427511,1.2381034613421174,0
0.4433608428350677,0.9616890193832821,0.4239086259132445,-0.7687984364956717,0
0.426796242051809,0.0302410110481639,0.11385623076947993,-0.21195727173994028,0
0.9176586023997537,0.7971651336495387,0.2537548539614405,2.104980572934145,0
0.5322497549144833,-0.03566645121973222,-0.8543344850702341,1.496647428057456,0
0.8731513782384952,0.8473857935610907,0.43403968862257747,-0.7503240635609288,1
0.07346157368123896,0.9199655482637481,0.2993213050675716,0.08308338406991225,0
-0.10439253245036939,-0.33834582861622686,-0.8895973763885825,2.6946965575370787,0
-0.20033013987324422,-0.38496697357246656,-0.2641471491607781,0.3967422015077633,0
-0.6335102752190345,0.4723850034542141,-0.800657254738327,-2.1946689855662123,0
0.9918985827617224,-0.5832475765586567,0.25208575633829255,3.2654612783694477,1
-0.42403004346679496,0.8210113775818282,-0.1402368557725031,1.5638385857980666,0
-0.6377492034450278,-0.4477814462024585,0.688079853882086,2.6264693086934567,0
0.7114397063176345,0.7975484809336,0.8237184528413701,0.10223617382249006,0
-0.9368233751254622,0.3709828366713781,-0.8291804562432397,1.3276811113419364,0
0.07320075605198317,-0.7155159614798678,0.24724498844795217,0.26101872523432135,0
0.5233552758321112,0.17347220819139508,0.8008923436119904,-3.6123998491722076,0
0.6019714726931442,0.09866524580232894,0.32840909438342525,-1.2974167782325643,0
-0.24000608548168034,0.9968985180101897,-0.4905621950817336,1.9288965157380145,0
-0.7324082082565537,-0.3275666211481083,0.8590222333056741,-2.895227681083412,0
0.0021230126517470804,-0.6102444652657726,-0.5759361005134489,0.20870356179943297,0
-0.889204793686968,-0.450790428969873,0.2641148667455908,-2.9534152946767884,0
-0.13616146863386902,-0.22392358414522495,0.44237681490894465,-1.8742021065799248,0
-0.6164771053502032,-0.01859844838917435,0.9012631840110386,-1.6324683201008827,0
0.32562921458265404,-0.5363926057275337,0.9339593596028648,1.7283809000780606,1
-0.2686672371128038,0.004094754556778879,0.34501274392222325,-1.0528657935126429,0
-0.18357131671591032,0.7925919147360434,-0.6045291883229926,0.3231853912124699,0
-0.5677106900030073,-0.9642299139465482,-0.3595271055544398,-1.3495820189378245,0
0.8244473051558949,0.40092397028661364,-0.7749556502614032,2.2802116854571572,1
-0.5034693398570897,0.39828724590525,0.6814913391364645,-2.5459673248775045,0
0.0705363973801465,0.2055704337329063,-0.12169272784360241,1.482653307663254,1
-0.22136885236368142,0.07126978945608187,0.6428665785453793,2.061507532796005,0
